data|cod_cliente|es_centro|tipo_material|origem|cod_produto|lote|dias_em_estoque|produto|grupo_mercadoria|es_totalestoque|SKU
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSM906/2|35|Chapa|Zincado|1.395|SKU_110
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSD289/7|35|Chapa|Zincado|1.411|SKU_106
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSI690/5|28|Chapa|Zincado|1.478|SKU_100
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GRG388/6|14|Rolo|Zincado|0.556|SKU_96
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSH302/6|70|Chapa|Zincado|1.332|SKU_97
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSC634/9|12|Chapa|Zincado|1.386|SKU_98
2025-08-04|366|32D1|Materia Prima|E_PRG_REF     |BZN|GSM908|67|Bobina|Zincado|10.58|SKU_112
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSF512/6|47|Rolo|Zincado|1.218|SKU_104
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSS897/5|12|Chapa|Zincado|1.305|SKU_101
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSI817/5|63|Chapa|Zincado|1.286|SKU_110
2025-08-04|366|32D1|Materia Prima|E_PRG_REF     |BZN|GSN602|62|Bobina|Zincado|0.073|SKU_109
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSM906/4|35|Chapa|Zincado|1.387|SKU_110
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GRG388/12|14|Rolo|Zincado|0.546|SKU_96
2025-08-04|366|32D1|Materia Prima|E_PRG_REF     |BZN|GSL516|74|Bobina|Zincado|12.56|SKU_113
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSM906/1|35|Chapa|Zincado|1.399|SKU_110
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSF512/4|47|Rolo|Zincado|1.158|SKU_104
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSP230/6|41|Rolo|Zincado|1.19|SKU_99
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSI707/6|21|Chapa|Zincado|1.371|SKU_108
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSO387/15|12|Chapa|Zincado|1.44|SKU_102
2025-08-04|366|32D1|Materia Prima|E_PRG_REF     |BZN|GSZ869|4|Bobina|Zincado|12.535|SKU_111
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSC634/8|12|Chapa|Zincado|1.384|SKU_98
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSI707/4|21|Chapa|Zincado|1.371|SKU_108
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSI817/3|66|Rolo|Zincado|0.824|SKU_107
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSI817/4|63|Chapa|Zincado|1.284|SKU_110
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GRG388/18|14|Rolo|Zincado|0.548|SKU_96
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GRG388/7|14|Rolo|Zincado|0.554|SKU_96
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSO387/10|12|Chapa|Zincado|1.399|SKU_102
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSI817/2|66|Rolo|Zincado|1.254|SKU_107
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSF521/1|21|Chapa|Zincado|1.468|SKU_106
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSP230/10|41|Rolo|Zincado|1.114|SKU_99
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSS897/7|12|Chapa|Zincado|1.303|SKU_101
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSI707/8|21|Chapa|Zincado|1.549|SKU_108
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSD289/8|35|Chapa|Zincado|1.188|SKU_106
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GRG388/11|14|Rolo|Zincado|0.554|SKU_96
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSI690/6|28|Chapa|Zincado|1.4|SKU_100
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSS897/6|12|Chapa|Zincado|1.317|SKU_101
2025-08-04|366|32D1|Materia Prima|E_PRG_REF     |BZN|GSK834|77|Bobina|Zincado|10.225|SKU_114
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSS011/4|14|Chapa|Zincado|1.374|SKU_100
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSN602/8|38|Chapa|Zincado|1.498|SKU_102
2025-08-04|366|32D1|Produto Acabado|S_PRG_REF     |RZN|GSQ441/5|4|Rolo|Zincado|0.97|SKU_99
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSF521/5|21|Chapa|Zincado|1.483|SKU_106
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSF521/8|21|Chapa|Zincado|0.89|SKU_106
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSP230/11|41|Rolo|Zincado|1.11|SKU_99
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSI817/9|63|Chapa|Zincado|1.283|SKU_110
2025-08-04|366|32D1|Materia Prima|E_PRG_REF     |BZN|GSK833|77|Bobina|Zincado|11.9|SKU_114
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSP230/7|41|Rolo|Zincado|1.142|SKU_99
2025-08-04|366|32D1|Materia Prima|E_PRG_REF     |BZN|GSP230|55|Bobina|Zincado|0.547|SKU_103
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSH302/4|70|Chapa|Zincado|1.334|SKU_97
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSC634/11|12|Chapa|Zincado|1.379|SKU_98
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSF512/8|47|Rolo|Zincado|1.19|SKU_104
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GRG388/16|14|Rolo|Zincado|0.542|SKU_96
2025-08-04|366|32D1|Materia Prima|E_PRG_REF     |BZN|GSF520|109|Bobina|Zincado|11.89|SKU_115
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSI707/1|21|Chapa|Zincado|1.37|SKU_108
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSH303/2|12|Chapa|Zincado|1.296|SKU_97
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSS011/5|14|Chapa|Zincado|1.262|SKU_100
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSI817/6|63|Chapa|Zincado|1.271|SKU_110
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSI707/3|21|Chapa|Zincado|1.367|SKU_108
2025-08-04|366|32D1|Materia Prima|E_PRG_REF     |BZN|GSO442|59|Bobina|Zincado|11.955|SKU_109
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSD289/4|35|Chapa|Zincado|1.481|SKU_106
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSH302/5|70|Chapa|Zincado|1.333|SKU_97
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSO387/13|12|Chapa|Zincado|1.44|SKU_102
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSH303/6|12|Chapa|Zincado|1.29|SKU_97
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSD289/3|35|Chapa|Zincado|1.48|SKU_106
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GRG388/2|14|Rolo|Zincado|0.556|SKU_96
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSF514/8|49|Rolo|Zincado|1.152|SKU_104
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSN602/7|38|Chapa|Zincado|1.492|SKU_102
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSF521/3|21|Chapa|Zincado|1.463|SKU_106
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSF512/7|47|Rolo|Zincado|1.212|SKU_104
2025-08-04|366|32D1|Materia Prima|E_PRG_REF     |BZN|GSX283|13|Bobina|Zincado|11.34|SKU_112
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSM906/5|35|Chapa|Zincado|1.389|SKU_110
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSH302/7|70|Chapa|Zincado|1.333|SKU_97
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSD289/6|35|Chapa|Zincado|1.414|SKU_106
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSP230/9|41|Rolo|Zincado|1.122|SKU_99
2025-08-04|366|32D1|Materia Prima|E_PRG_REF     |BZN|GTA016|3|Bobina|Zincado|12.545|SKU_111
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSH303/1|12|Chapa|Zincado|1.306|SKU_97
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GRG388/10|14|Rolo|Zincado|0.69|SKU_96
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSP230/12|41|Rolo|Zincado|1.116|SKU_99
2025-08-04|366|32D1|Materia Prima|E_PRG_REF     |BZN|GSV726|14|Bobina|Zincado|11.15|SKU_116
2025-08-04|366|32D1|Materia Prima|E_PRG_REF     |BZN|GSQ955|45|Bobina|Zincado|10.555|SKU_112
2025-08-04|366|32D1|Produto Acabado|S_PRG_REF     |RZN|GSQ441/3|4|Rolo|Zincado|1.18|SKU_107
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSF521/4|21|Chapa|Zincado|1.461|SKU_106
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSM906/7|35|Chapa|Zincado|1.175|SKU_110
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSN602/5|38|Chapa|Zincado|1.394|SKU_102
2025-08-04|366|32D1|Produto Acabado|S_PRG_REF     |RZN|GSQ441/8|4|Rolo|Zincado|0.988|SKU_99
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GRG388/14|14|Rolo|Zincado|0.544|SKU_96
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSF512/5|47|Rolo|Zincado|1.196|SKU_104
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSF514/7|49|Rolo|Zincado|1.15|SKU_104
2025-08-04|366|32D1|Materia Prima|E_PRG_REF     |BZN|GSU539|21|Bobina|Zincado|11.32|SKU_116
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GRG388/15|14|Rolo|Zincado|0.548|SKU_96
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSS011/1|14|Chapa|Zincado|1.342|SKU_100
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSP230/5|41|Rolo|Zincado|1.186|SKU_99
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSH303/5|12|Chapa|Zincado|1.29|SKU_97
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSS897/8|12|Chapa|Zincado|1.149|SKU_101
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSM906/3|35|Chapa|Zincado|1.388|SKU_110
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSN602/6|38|Chapa|Zincado|1.408|SKU_102
2025-08-04|366|32D1|Materia Prima|E_PRG_REF     |BZN|GSZ067|7|Bobina|Zincado|10.8|SKU_112
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GSP230/3|41|Rolo|Zincado|1.16|SKU_99
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GRG388/3|14|Rolo|Zincado|0.56|SKU_96
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSI545/5|76|Chapa|Zincado|1.448|SKU_110
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |RZN|GRG388/17|14|Rolo|Zincado|0.692|SKU_96
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSI690/7|28|Chapa|Zincado|0.665|SKU_100
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSF521/6|21|Chapa|Zincado|1.443|SKU_106
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSI817/8|63|Chapa|Zincado|1.272|SKU_110
2025-08-04|366|32D1|Produto Acabado|S_PRG_REF     |RZN|GSQ441/4|4|Rolo|Zincado|0.982|SKU_99
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSS897/3|12|Chapa|Zincado|1.289|SKU_101
2025-08-04|366|22D1|Produto Acabado|S_PRG_REF     |CZN|GSC634/10|12|Chapa|Zincado|1.428|SKU_98
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX936/4|6|Chapa|Laminado a Quente|2.27|SKU_117
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFQD|GSQ888/4|6|Rolo|Laminado a Quente|1.506|SKU_118
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BGD|GSX396|12|Bobina|Laminado a Quente|12.54|SKU_119
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/9|13|Rolo|Laminado a Frio|0.672|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ428/4|18|Rolo|Laminado a Frio|1.168|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSJ039/2|47|Chapa|Laminado a Quente|2.104|SKU_122
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/13|13|Rolo|Laminado a Frio|0.673|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSO878/5|46|Chapa|Laminado a Quente|1.818|SKU_123
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX936/5|6|Chapa|Laminado a Quente|2.26|SKU_117
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/15|13|Rolo|Laminado a Frio|0.637|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSI201/18|83|Rolo|Laminado a Frio|0.796|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSV115/4|9|Chapa|Laminado a Frio|2.473|SKU_124
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/11|13|Rolo|Laminado a Frio|0.697|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV384/6|12|Chapa|Laminado a Quente|1.466|SKU_125
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GST318/06|11|Tira|Laminado a Quente|0.675|SKU_126
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFQD|GST149|31|Bobina|Laminado a Quente|9.83|SKU_127
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/5|13|Rolo|Laminado a Frio|0.636|SKU_120
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BGD|GSV150|18|Bobina|Laminado a Quente|13.31|SKU_119
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSU330/2|17|Chapa|Laminado a Quente|2.214|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GRI209/29|182|Tira|Laminado a Quente|0.386|SKU_129
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP289/S|40|Rolo|Laminado a Frio|0.168|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP289/15|38|Rolo|Laminado a Frio|1.261|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSV115/5|9|Chapa|Laminado a Frio|2.474|SKU_124
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSX107/1|2|Chapa|Laminado a Frio|2.182|SKU_130
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFQD|GSQ888/2|6|Rolo|Laminado a Quente|1.514|SKU_118
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ427/6|18|Rolo|Laminado a Frio|1.111|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/4|13|Rolo|Laminado a Frio|0.656|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSU330/6|17|Chapa|Laminado a Quente|2.228|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV385/6|11|Chapa|Laminado a Quente|1.77|SKU_125
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GRF939/15|123|Rolo|Laminado a Frio|1.308|SKU_131
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSX108/5|4|Rolo|Laminado a Frio|0.713|SKU_132
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV621/4|12|Chapa|Laminado a Quente|2.068|SKU_125
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/21|13|Rolo|Laminado a Frio|0.589|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/8|13|Rolo|Laminado a Frio|0.676|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX925/4|6|Chapa|Laminado a Quente|2.296|SKU_133
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFF|GSO645|56|Bobina|Laminado a Frio|10.295|SKU_134
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSO878/4|46|Chapa|Laminado a Quente|1.816|SKU_123
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQ|GSX868/2|4|Chapa|Laminado a Quente|2.332|SKU_135
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/18|13|Rolo|Laminado a Frio|0.661|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/17|13|Rolo|Laminado a Frio|0.661|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GOB401/15|376|Tira|Laminado a Quente|0.342|SKU_129
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GRI209/26|184|Tira|Laminado a Quente|0.399|SKU_129
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ428/2|18|Rolo|Laminado a Frio|1.157|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX935/2|6|Chapa|Laminado a Quente|2.29|SKU_117
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ427/4|18|Rolo|Laminado a Frio|1.127|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ428/3|18|Rolo|Laminado a Frio|1.168|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX925/7|6|Chapa|Laminado a Quente|2.308|SKU_133
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX925/3|6|Chapa|Laminado a Quente|2.31|SKU_133
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSX937/3|6|Chapa|Laminado a Quente|2.369|SKU_136
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/14|13|Rolo|Laminado a Frio|0.676|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ427/8|18|Rolo|Laminado a Frio|1.235|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV388/2|11|Chapa|Laminado a Quente|2.199|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSU331/6|17|Chapa|Laminado a Quente|1.305|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GRI209/27|184|Tira|Laminado a Quente|0.393|SKU_129
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQ|GSX868/7|4|Chapa|Laminado a Quente|2.324|SKU_135
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/22|13|Rolo|Laminado a Frio|0.617|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX935/6|6|Chapa|Laminado a Quente|1.93|SKU_117
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFF|GSU693|20|Bobina|Laminado a Frio|11.385|SKU_134
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSU327/8|18|Chapa|Laminado a Quente|2.391|SKU_137
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/25|13|Rolo|Laminado a Frio|0.646|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSO882/6|39|Chapa|Laminado a Quente|2.248|SKU_138
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQ|GSU142/9|21|Chapa|Laminado a Quente|2.332|SKU_135
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV385/4|11|Chapa|Laminado a Quente|2.066|SKU_125
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV621/5|12|Chapa|Laminado a Quente|2.068|SKU_125
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ428/9|18|Rolo|Laminado a Frio|1.167|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSI201/8|83|Rolo|Laminado a Frio|0.786|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSV117/3|11|Chapa|Laminado a Quente|2.254|SKU_138
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSQ889/3|34|Chapa|Laminado a Quente|2.414|SKU_139
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GIV288/17|1048|Tira|Laminado a Quente|0.402|SKU_140
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSU330/1|17|Chapa|Laminado a Quente|2.038|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/11|13|Rolo|Laminado a Frio|1.317|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSI201/11|83|Rolo|Laminado a Frio|0.79|SKU_120
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFF|GSX819|10|Bobina|Laminado a Frio|21.755|SKU_141
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/24|13|Rolo|Laminado a Frio|0.646|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSU331/4|17|Chapa|Laminado a Quente|2.227|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV634/2|6|Chapa|Laminado a Quente|2.401|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/16|13|Rolo|Laminado a Frio|1.24|SKU_121
2025-08-04|4967|1101|Materia Prima|E_PRG_REF|BG|GSF610|105|Bobina|Laminado a Quente|13.04|SKU_142
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSU143/6|19|Chapa|Laminado a Quente|1.468|SKU_143
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ428/6|18|Rolo|Laminado a Frio|1.169|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GSF360/16|55|Tira|Laminado a Quente|0.326|SKU_144
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFF|GSP224|55|Bobina|Laminado a Frio|12.33|SKU_145
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV385/5|11|Chapa|Laminado a Quente|2.068|SKU_125
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSV117/9|11|Chapa|Laminado a Quente|2.256|SKU_138
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSV386/9|13|Chapa|Laminado a Quente|1.81|SKU_139
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFQD|GSF619|104|Bobina|Laminado a Quente|21.22|SKU_146
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSI201/15|83|Rolo|Laminado a Frio|0.772|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GIV288/14|1048|Tira|Laminado a Quente|0.406|SKU_140
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV389/3|12|Chapa|Laminado a Quente|2.206|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/14|13|Rolo|Laminado a Frio|0.655|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ428/1|18|Rolo|Laminado a Frio|1.168|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV621/3|12|Chapa|Laminado a Quente|2.068|SKU_125
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX925/1|6|Chapa|Laminado a Quente|2.318|SKU_133
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSE470/2|55|Chapa|Laminado a Quente|2.412|SKU_122
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSU330/5|17|Chapa|Laminado a Quente|2.226|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV634/3|6|Chapa|Laminado a Quente|2.403|SKU_128
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFF|GSU351|24|Bobina|Laminado a Frio|12.52|SKU_147
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GIV288/22|1046|Tira|Laminado a Quente|0.391|SKU_140
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV622/6|2|Chapa|Laminado a Quente|1.475|SKU_125
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/15|13|Rolo|Laminado a Frio|1.328|SKU_121
2025-08-04|4967|1101|Materia Prima|E_PRG_REF|BFF|GSS942|32|Bobina|Laminado a Frio|7.465|SKU_148
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV634/4|6|Chapa|Laminado a Quente|2.403|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/12|13|Rolo|Laminado a Frio|1.32|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQ|GSU142/8|21|Chapa|Laminado a Quente|2.326|SKU_135
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSJ039/1|47|Chapa|Laminado a Quente|2.094|SKU_122
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV634/1|6|Chapa|Laminado a Quente|2.405|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSX937/5|6|Chapa|Laminado a Quente|2.355|SKU_136
