data|cod_cliente|es_centro|tipo_material|origem|cod_produto|lote|dias_em_estoque|produto|grupo_mercadoria|es_totalestoque|SKU
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSJ039/3|47|Chapa|Laminado a Quente|2.094|SKU_122
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/1|13|Rolo|Laminado a Frio|0.62|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GSF360/21|55|Tira|Laminado a Quente|0.295|SKU_144
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFQD|GSQ888/12|4|Rolo|Laminado a Quente|1.516|SKU_118
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSQ889/1|34|Chapa|Laminado a Quente|2.418|SKU_139
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX936/2|6|Chapa|Laminado a Quente|2.288|SKU_117
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFQD|GSZ795|4|Bobina|Laminado a Quente|23.4|SKU_149
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSU331/5|17|Chapa|Laminado a Quente|2.215|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/5|13|Rolo|Laminado a Frio|1.257|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSV116/2|9|Chapa|Laminado a Frio|2.433|SKU_124
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFQD|GSQ888/15|4|Rolo|Laminado a Quente|0.732|SKU_118
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSV117/4|11|Chapa|Laminado a Quente|2.248|SKU_138
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFF|GSP231|55|Bobina|Laminado a Frio|11.585|SKU_134
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFQD|GSQ888/13|4|Rolo|Laminado a Quente|1.524|SKU_118
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ428/5|18|Rolo|Laminado a Frio|1.161|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GRI209/25|184|Tira|Laminado a Quente|0.411|SKU_129
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX925/9|6|Chapa|Laminado a Quente|1.414|SKU_133
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQ|GSX868/1|4|Chapa|Laminado a Quente|2.334|SKU_135
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSI201/19|83|Rolo|Laminado a Frio|0.79|SKU_120
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFQD|GTA151|3|Bobina|Laminado a Quente|14.58|SKU_150
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSG906/4|97|Chapa|Laminado a Frio|2.393|SKU_151
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/2|13|Rolo|Laminado a Frio|0.656|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV388/5|11|Chapa|Laminado a Quente|2.203|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSU143/3|19|Chapa|Laminado a Quente|2.21|SKU_143
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSI201/17|83|Rolo|Laminado a Frio|0.788|SKU_120
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFQD|GSU882|19|Bobina|Laminado a Quente|22.78|SKU_146
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSE470/4|55|Chapa|Laminado a Quente|1.936|SKU_122
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSL527/17|53|Rolo|Laminado a Frio|1.276|SKU_152
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX935/1|6|Chapa|Laminado a Quente|2.282|SKU_117
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV622/5|2|Chapa|Laminado a Quente|2.063|SKU_125
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV622/1|2|Chapa|Laminado a Quente|2.063|SKU_125
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSX107/2|2|Chapa|Laminado a Frio|2.148|SKU_130
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSQ376/2|7|Chapa|Laminado a Frio|2.355|SKU_130
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSX937/2|6|Chapa|Laminado a Quente|2.369|SKU_136
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX935/7|6|Chapa|Laminado a Quente|1.226|SKU_117
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSX937/4|6|Chapa|Laminado a Quente|2.355|SKU_136
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP289/17|38|Rolo|Laminado a Frio|1.26|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSX107/5|2|Chapa|Laminado a Frio|1.874|SKU_130
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV389/6|12|Chapa|Laminado a Quente|0.76|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSV386/3|13|Chapa|Laminado a Quente|2.312|SKU_139
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BG|GQR671|286|Bobina|Laminado a Quente|12.775|SKU_153
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSO878/3|46|Chapa|Laminado a Quente|1.812|SKU_123
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/10|13|Rolo|Laminado a Frio|1.326|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSX937/1|6|Chapa|Laminado a Quente|2.369|SKU_136
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/8|13|Rolo|Laminado a Frio|1.303|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSQ376/3|7|Chapa|Laminado a Frio|2.358|SKU_130
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV621/2|12|Chapa|Laminado a Quente|2.074|SKU_125
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GIV288/19|1047|Tira|Laminado a Quente|0.4|SKU_140
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/16|13|Rolo|Laminado a Frio|0.638|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSV117/5|11|Chapa|Laminado a Quente|2.248|SKU_138
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GIV288/15|1048|Tira|Laminado a Quente|0.404|SKU_140
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/6|13|Rolo|Laminado a Frio|0.694|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSX107/3|2|Chapa|Laminado a Frio|2.128|SKU_130
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GIV288/16|1048|Tira|Laminado a Quente|0.404|SKU_140
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSV117/2|11|Chapa|Laminado a Quente|2.252|SKU_138
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQ|GSX868/5|4|Chapa|Laminado a Quente|2.318|SKU_135
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/20|13|Rolo|Laminado a Frio|0.587|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFQD|GSQ888/10|4|Rolo|Laminado a Quente|1.53|SKU_118
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSE470/1|55|Chapa|Laminado a Quente|2.462|SKU_122
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSI201/16|83|Rolo|Laminado a Frio|0.808|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSU143/5|19|Chapa|Laminado a Quente|2.204|SKU_143
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ427/7|18|Rolo|Laminado a Frio|1.245|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/7|13|Rolo|Laminado a Frio|0.694|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX925/2|6|Chapa|Laminado a Quente|2.304|SKU_133
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQ|GSX868/3|4|Chapa|Laminado a Quente|2.32|SKU_135
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ427/3|18|Rolo|Laminado a Frio|1.105|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GIV288/18|1048|Tira|Laminado a Quente|0.402|SKU_140
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX935/4|6|Chapa|Laminado a Quente|2.284|SKU_117
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFQD|GST157|31|Bobina|Laminado a Quente|8.52|SKU_127
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GRF939/10|123|Rolo|Laminado a Frio|0.814|SKU_132
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSU330/3|17|Chapa|Laminado a Quente|2.208|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/23|13|Rolo|Laminado a Frio|0.587|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GIV288/20|1047|Tira|Laminado a Quente|0.398|SKU_140
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/7|13|Rolo|Laminado a Frio|1.275|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/10|13|Rolo|Laminado a Frio|0.676|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV388/6|11|Chapa|Laminado a Quente|1.301|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GSF360/14|55|Tira|Laminado a Quente|0.321|SKU_144
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX935/5|6|Chapa|Laminado a Quente|2.27|SKU_117
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ428/7|18|Rolo|Laminado a Frio|0.87|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSV115/3|9|Chapa|Laminado a Frio|2.474|SKU_124
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFQD|GSQ888/14|4|Rolo|Laminado a Quente|1.522|SKU_118
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX935/3|6|Chapa|Laminado a Quente|2.28|SKU_117
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSG906/6|97|Chapa|Laminado a Frio|2.396|SKU_151
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/12|13|Rolo|Laminado a Frio|0.656|SKU_120
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFQD|GTA026|3|Bobina|Laminado a Quente|22.39|SKU_154
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSV386/4|13|Chapa|Laminado a Quente|2.332|SKU_139
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ427/9|18|Rolo|Laminado a Frio|0.873|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX936/7|6|Chapa|Laminado a Quente|1.754|SKU_117
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX925/6|6|Chapa|Laminado a Quente|2.318|SKU_133
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFF|GSM429|69|Bobina|Laminado a Frio|12.875|SKU_145
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ427/2|18|Rolo|Laminado a Frio|1.128|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSV386/10|13|Chapa|Laminado a Quente|2.316|SKU_139
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV389/1|12|Chapa|Laminado a Quente|2.048|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSQ376/1|7|Chapa|Laminado a Frio|2.344|SKU_130
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSV386/5|13|Chapa|Laminado a Quente|2.322|SKU_139
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/4|13|Rolo|Laminado a Frio|1.278|SKU_121
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFQD|GSZ977|4|Bobina|Laminado a Quente|23.83|SKU_155
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSI201/20|83|Rolo|Laminado a Frio|0.792|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GRI209/28|182|Tira|Laminado a Quente|0.377|SKU_129
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSL527/13|53|Rolo|Laminado a Frio|1.132|SKU_152
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQ|GSX868/9|4|Chapa|Laminado a Quente|2.038|SKU_135
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GSF360/15|55|Tira|Laminado a Quente|0.312|SKU_144
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSX937/6|6|Chapa|Laminado a Quente|2.355|SKU_136
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFF|GSM883|67|Bobina|Laminado a Frio|11.655|SKU_145
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSX107/4|2|Chapa|Laminado a Frio|2.134|SKU_130
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ427/10|18|Rolo|Laminado a Frio|1.236|SKU_121
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFF|GSP290|55|Bobina|Laminado a Frio|10.655|SKU_134
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSE318/2|37|Chapa|Laminado a Frio|2.47|SKU_156
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSV386/7|13|Chapa|Laminado a Quente|2.302|SKU_139
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFF|GSU682|20|Bobina|Laminado a Frio|18.66|SKU_141
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV389/5|12|Chapa|Laminado a Quente|2.226|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQ|GSX868/4|4|Chapa|Laminado a Quente|2.316|SKU_135
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSV386/8|13|Chapa|Laminado a Quente|2.342|SKU_139
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFQD|GSQ888/5|5|Rolo|Laminado a Quente|1.519|SKU_118
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/9|13|Rolo|Laminado a Frio|1.326|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSQ376/4|7|Chapa|Laminado a Frio|2.082|SKU_130
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFQD|GSQ888/11|4|Rolo|Laminado a Quente|1.504|SKU_118
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQ|GSX868/10|4|Chapa|Laminado a Quente|2.07|SKU_135
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFQD|GSZ592|5|Bobina|Laminado a Quente|15.21|SKU_157
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ428/10|18|Rolo|Laminado a Frio|1.16|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/13|13|Rolo|Laminado a Frio|1.324|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSV117/7|11|Chapa|Laminado a Quente|2.258|SKU_138
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV388/3|11|Chapa|Laminado a Quente|2.203|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFF|GSE318/1|37|Chapa|Laminado a Frio|2.451|SKU_156
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSU331/2|17|Chapa|Laminado a Quente|2.209|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSV117/8|11|Chapa|Laminado a Quente|2.254|SKU_138
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GRF939/16|123|Rolo|Laminado a Frio|1.31|SKU_131
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP289/16|38|Rolo|Laminado a Frio|1.262|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFQD|GSQ888/3|6|Rolo|Laminado a Quente|1.51|SKU_118
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSV117/6|11|Chapa|Laminado a Quente|2.25|SKU_138
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFQD|GSZ571|5|Bobina|Laminado a Quente|12.4|SKU_150
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFQD|GSQ888/8|5|Rolo|Laminado a Quente|1.507|SKU_118
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSI201/10|83|Rolo|Laminado a Frio|0.796|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSU331/1|17|Chapa|Laminado a Quente|1.673|SKU_128
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFF|GSO036|60|Bobina|Laminado a Frio|11.88|SKU_145
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSV386/2|13|Chapa|Laminado a Quente|2.328|SKU_139
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV621/6|12|Chapa|Laminado a Quente|1.762|SKU_125
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSQ889/2|34|Chapa|Laminado a Quente|2.428|SKU_139
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSU328/6|13|Chapa|Laminado a Quente|2.414|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GSF360/18|55|Tira|Laminado a Quente|0.33|SKU_144
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ427/5|18|Rolo|Laminado a Frio|1.122|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/19|13|Rolo|Laminado a Frio|0.658|SKU_120
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BG|GSU544|21|Bobina|Laminado a Quente|12.51|SKU_158
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV389/4|12|Chapa|Laminado a Quente|2.216|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSU330/4|17|Chapa|Laminado a Quente|1.122|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/27|13|Rolo|Laminado a Frio|0.616|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV388/1|11|Chapa|Laminado a Quente|2.201|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSU331/3|17|Chapa|Laminado a Quente|2.215|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSE470/3|55|Chapa|Laminado a Quente|2.43|SKU_122
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ428/8|18|Rolo|Laminado a Frio|1.173|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV622/4|2|Chapa|Laminado a Quente|2.355|SKU_125
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX925/5|6|Chapa|Laminado a Quente|2.306|SKU_133
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV388/4|11|Chapa|Laminado a Quente|2.205|SKU_128
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BGD|GSV434|17|Bobina|Laminado a Quente|13.405|SKU_119
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQ|GSX868/8|4|Chapa|Laminado a Quente|2.318|SKU_135
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX936/3|6|Chapa|Laminado a Quente|2.274|SKU_117
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSI201/2|83|Rolo|Laminado a Frio|0.8|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GRF939/9|123|Rolo|Laminado a Frio|0.564|SKU_132
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/3|13|Rolo|Laminado a Frio|0.675|SKU_120
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFF|GSU701|20|Bobina|Laminado a Frio|12.925|SKU_134
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFQD|GTA024|3|Bobina|Laminado a Quente|12.12|SKU_157
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSR081/26|13|Rolo|Laminado a Frio|0.647|SKU_120
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GOI473/3|297|Chapa|Laminado a Quente|2.568|SKU_159
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV622/2|2|Chapa|Laminado a Quente|2.365|SKU_125
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSU143/4|19|Chapa|Laminado a Quente|2.208|SKU_143
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSU143/2|19|Chapa|Laminado a Quente|2.204|SKU_143
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQ|GSX868/6|4|Chapa|Laminado a Quente|2.33|SKU_135
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GIV288/13|1048|Tira|Laminado a Quente|0.4|SKU_140
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX936/1|6|Chapa|Laminado a Quente|2.24|SKU_117
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GIV288/21|1047|Tira|Laminado a Quente|0.404|SKU_140
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/2|13|Rolo|Laminado a Frio|1.309|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/17|13|Rolo|Laminado a Frio|0.917|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV622/3|2|Chapa|Laminado a Quente|2.369|SKU_125
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV389/2|12|Chapa|Laminado a Quente|2.212|SKU_128
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFF|GSU356|24|Bobina|Laminado a Frio|12.745|SKU_147
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSO878/1|46|Chapa|Laminado a Quente|1.816|SKU_123
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFQD|GSQ888/6|5|Rolo|Laminado a Quente|1.518|SKU_118
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFF|GSU537|21|Bobina|Laminado a Frio|21.755|SKU_141
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CGD|GSV634/5|6|Chapa|Laminado a Quente|1.855|SKU_128
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSQ427/1|18|Rolo|Laminado a Frio|1.114|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSX925/8|6|Chapa|Laminado a Quente|2.344|SKU_133
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GSU143/1|19|Chapa|Laminado a Quente|2.19|SKU_143
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|TFQD|GOB401/9|377|Tira|Laminado a Quente|0.424|SKU_129
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CFQD|GSV386/6|13|Chapa|Laminado a Quente|2.296|SKU_139
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GOB858/16|33|Rolo|Laminado a Frio|0.779|SKU_132
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BGD|GSV146|18|Bobina|Laminado a Quente|12.835|SKU_160
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFF|GSU535|21|Bobina|Laminado a Frio|21.985|SKU_141
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFQD|GSQ888/7|5|Rolo|Laminado a Quente|1.527|SKU_118
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/6|13|Rolo|Laminado a Frio|1.292|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP289/14|38|Rolo|Laminado a Frio|1.347|SKU_121
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BGD|GSV147|18|Bobina|Laminado a Quente|11.525|SKU_160
2025-08-04|4967|32D1|Materia Prima|E_PRG_REF     |BFF|GST948|25|Bobina|Laminado a Frio|12.535|SKU_134
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|CG|GOI473/2|297|Chapa|Laminado a Quente|2.568|SKU_159
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/1|13|Rolo|Laminado a Frio|1.277|SKU_121
2025-08-04|4967|1101|Produto Acabado|S_PRG_REF|RFF|GSP287/3|13|Rolo|Laminado a Frio|1.236|SKU_121
2025-08-04|5890|2401|Produto Acabado|S_PRG_REF|CZN|GST813/8|13|Chapa|Zincado|0.924|SKU_161
2025-08-04|5890|2401|Produto Acabado|S_PRG_REF|CZN|GSR405/7|11|Chapa|Zincado|0.855|SKU_162
2025-08-04|5890|2401|Produto Acabado|S_PRG_REF|CZN|GSP040/4|11|Chapa|Zincado|0.901|SKU_163
2025-08-04|5890|2401|Produto Acabado|S_PRG_REF|TZN|GQQ535/6|203|Tira|Zincado|0.92|SKU_164
2025-08-04|5890|2401|Produto Acabado|S_PRG_REF|TZN|GSP040/02|10|Tira|Zincado|0.865|SKU_165
2025-08-04|5890|2401|Produto Acabado|S_PRG_REF|CZN|GSR405/10|11|Chapa|Zincado|0.685|SKU_162
2025-08-04|5890|2401|Produto Acabado|S_PRG_REF|CZN|GSR405/9|11|Chapa|Zincado|0.858|SKU_162
2025-08-04|5890|2401|Produto Acabado|S_PRG_REF|CZN|GSM421/7|11|Chapa|Zincado|0.612|SKU_166
2025-08-04|5890|2401|Produto Acabado|S_PRG_REF|TZN|GLE244/3|964|Tira|Zincado|0.785|SKU_167
2025-08-04|5890|2401|Produto Acabado|S_PRG_REF|TZN|GLH899/21|951|Tira|Zincado|0.565|SKU_167
2025-08-04|5890|2401|Produto Acabado|S_PRG_REF|CZN|GQP301/1|290|Chapa|Zincado|0.796|SKU_168
2025-08-04|5890|2401|Materia Prima|E_PRG_REF|BZN|GOA205|606|Bobina|Zincado|9.19|SKU_169
2025-08-04|5890|2401|Produto Acabado|S_PRG_REF|TZN|GIN756/50|1095|Tira|Zincado|0.475|SKU_170
