data|cod_cliente|lote|origem|zs_gr_mercad|produto|cod_produto|zs_centro|zs_cidade|zs_uf|zs_peso_liquido|giro_sku_cliente|SKU
2024-01-10|366|GNS454/3|PRG|ZINCADO|Chapa|CZN|22D1|CURITIBA|PR|1.356|17.981186468498084|SKU_97
2024-01-10|366|GNS598/6|PRG|ZINCADO|Chapa|CZN|22D1|CURITIBA|PR|1.503|22.425087812304472|SKU_102
2024-01-10|366|GNR884/9|PRG|ZINCADO|Chapa|CZN|22D1|CURITIBA|PR|0.826|32.45971522578162|SKU_100
2024-01-10|366|GNR884/8|PRG|ZINCADO|Chapa|CZN|22D1|CURITIBA|PR|1.467|32.45971522578162|SKU_100
2024-01-10|4967|GOC425/1|PRG|LAMINADO A QUENTE|Chapa|CG|1101|POMPEIA|SP|2.186|28.06094014965363|SKU_143
2024-01-10|4967|GNN070/4|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|1.11|174.53445376186085|SKU_128
2024-01-10|4967|GOC425/4|PRG|LAMINADO A QUENTE|Chapa|CG|1101|POMPEIA|SP|2.212|28.06094014965363|SKU_143
2024-01-10|4967|GOC425/3|PRG|LAMINADO A QUENTE|Chapa|CG|1101|POMPEIA|SP|2.214|28.06094014965363|SKU_143
2024-01-10|4967|GNN073/6|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|2.006|174.53445376186085|SKU_128
2024-01-10|4967|GNN073/4|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|2.026|174.53445376186085|SKU_128
2024-01-10|4967|GNQ758/2|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|1.86|160.5116448535184|SKU_136
2024-01-10|4967|GNC763/14|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|POMPEIA|SP|1.232|185.14992686723258|SKU_118
2024-01-10|4967|GNK047/11|PRG|LAMINADO A QUENTE|Chapa|CG|1101|POMPEIA|SP|2.157|39.868819921479776|SKU_123
2024-01-10|4967|GNP515/9|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|2.334|160.5116448535184|SKU_136
2024-01-10|4967|GNM625/3|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|2.216|174.53445376186085|SKU_128
2024-01-10|4967|GNN070/3|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|2.206|174.53445376186085|SKU_128
2024-01-10|4967|GNN073/5|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|1.84|174.53445376186085|SKU_128
2024-01-10|4967|GNK047/12|PRG|LAMINADO A QUENTE|Chapa|CG|1101|POMPEIA|SP|2.157|39.868819921479776|SKU_123
2024-01-10|4967|GOC425/6|PRG|LAMINADO A QUENTE|Chapa|CG|1101|POMPEIA|SP|1.226|28.06094014965363|SKU_143
2024-01-10|4967|GNP515/8|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|2.336|160.5116448535184|SKU_136
2024-01-10|4967|GNC763/9|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|POMPEIA|SP|1.276|185.14992686723258|SKU_118
2024-01-10|4967|GNC761/9|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|POMPEIA|SP|2.37|55.78151868947416|SKU_133
2024-01-10|4967|GNC763/13|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|POMPEIA|SP|1.23|185.14992686723258|SKU_118
2024-01-10|4967|GNQ758/1|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|2.314|160.5116448535184|SKU_136
2024-01-10|4967|GNP515/7|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|2.334|160.5116448535184|SKU_136
2024-01-10|4967|GOC425/5|PRG|LAMINADO A QUENTE|Chapa|CG|1101|POMPEIA|SP|1.718|28.06094014965363|SKU_143
2024-01-10|4967|GOC425/2|PRG|LAMINADO A QUENTE|Chapa|CG|1101|POMPEIA|SP|2.206|28.06094014965363|SKU_143
2024-01-10|4967|GNN070/2|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|2.218|174.53445376186085|SKU_128
2024-01-10|4967|GNM625/2|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|2.2|174.53445376186085|SKU_128
2024-01-10|4967|GNM625/1|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|2.22|174.53445376186085|SKU_128
2024-01-10|4967|GNN070/1|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|2.202|174.53445376186085|SKU_128
2024-01-10|4967|GNC763/12|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|POMPEIA|SP|1.25|185.14992686723258|SKU_118
2024-01-11|8903|GNT355/3|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|SAO PAULO|SP|1.098|6.17478740400969|SKU_245
2024-01-11|9323|GOC838/1|PRG|ZINCADO|Rolo|RZN|1101|DIADEMA|SP|1.52|26.655485439774683|SKU_287
2024-01-11|8903|GOA094/13|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|SAO PAULO|SP|0.47|30.8137981700394|SKU_260
2024-01-11|9323|GNX007/1|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|DIADEMA|SP|1.466|41.63955032993105|SKU_282
2024-01-11|8903|GNN118/9|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|SAO PAULO|SP|0.762|84.1548276786056|SKU_247
2024-01-11|8903|GNK032/9|PRG|ZINCADO|Rolo|RZN|1101|SAO PAULO|SP|1.318|11.939432776856556|SKU_248
2024-01-11|8903|GNQ724/7|PRG|ZINCADO|Rolo|RZN|1101|SAO PAULO|SP|0.961|63.09894137424466|SKU_236
2024-01-11|8903|GNN118/5|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|SAO PAULO|SP|0.761|84.1548276786056|SKU_247
2024-01-11|8903|GNN118/6|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|SAO PAULO|SP|0.756|84.1548276786056|SKU_247
2024-01-11|9323|GLU377/4|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|DIADEMA|SP|1.332|6.378289280531486|SKU_296
2024-01-11|9323|GOC838/2|PRG|ZINCADO|Rolo|RZN|1101|DIADEMA|SP|1.516|26.655485439774683|SKU_287
2024-01-11|4967|GNC761/9|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|POMPEIA|SP|2.37|55.78151868947416|SKU_133
2024-01-11|8903|GNX227/10|PRG|ZINCADO|Rolo|RZN|1101|SAO PAULO|SP|0.594|16.343364785659844|SKU_229
2024-01-11|8903|GME414/1|PRG|ZINCADO|Rolo|RZN|1101|SAO PAULO|SP|1.332|9.00714008966624|SKU_241
2024-01-11|8903|GNN118/7|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|SAO PAULO|SP|0.77|84.1548276786056|SKU_247
2024-01-11|9323|GNX007/8|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|DIADEMA|SP|1.049|10.548791960807545|SKU_284
2024-01-11|8903|GMV550/6|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|SAO PAULO|SP|0.658|17.502417759838547|SKU_274
2024-01-11|8903|GNN118/8|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|SAO PAULO|SP|0.755|84.1548276786056|SKU_247
2024-01-11|9323|GNH840/9|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|DIADEMA|SP|1.006|30.92500642225403|SKU_286
2024-01-15|13547|GOC619/3|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.579|0.0|SKU_297
2024-01-15|13547|GNI032/08|PRG|ZINCADO|Tira|TZN|2401|LONDRINA|PR|0.615|85.54804521902967|SKU_298
2024-01-15|13547|GOC601/3|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.24|65.7894555788214|SKU_80
2024-01-15|13547|GOC998/5|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.491|23.126642302697153|SKU_66
2024-01-15|13547|GOC998/6|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.491|23.126642302697153|SKU_66
2024-01-15|13547|GOC998/8|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.487|23.126642302697153|SKU_66
2024-01-15|13547|GOC601/5|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.364|156.25356817938285|SKU_64
2024-01-15|13547|GOC601/1|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.237|65.7894555788214|SKU_80
2024-01-15|13547|GOC601/6|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.364|156.25356817938285|SKU_64
2024-01-15|13547|GOC998/4|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.49|23.126642302697153|SKU_66
2024-01-15|13547|GOC998/1|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.483|23.126642302697153|SKU_66
2024-01-15|34547|GNR862/1|PRG|LAMINADO A FRIO|Chapa|CFF|1101|ARUJA|SP|2.379|77.81123600971263|SKU_299
2024-01-15|34547|GNX844/1|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|ARUJA|SP|3.294|84.6613758482914|SKU_300
2024-01-15|8903|GNI648/10|PRG|ZINCADO|Rolo|RZN|1101|SAO PAULO|SP|1.191|7.013885448690862|SKU_258
2024-01-15|34547|GNR862/3|PRG|LAMINADO A FRIO|Chapa|CFF|1101|ARUJA|SP|2.385|77.81123600971263|SKU_299
2024-01-15|8903|GNX227/11|PRG|ZINCADO|Rolo|RZN|1101|SAO PAULO|SP|1.108|2.0112140419307654|SKU_225
2024-01-15|34547|GNR862/2|PRG|LAMINADO A FRIO|Chapa|CFF|1101|ARUJA|SP|2.383|77.81123600971263|SKU_299
2024-01-15|34547|GNR862/5|PRG|LAMINADO A FRIO|Chapa|CFF|1101|ARUJA|SP|2.069|77.81123600971263|SKU_299
2024-01-15|13547|GOC619/2|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.575|0.0|SKU_297
2024-01-15|13547|GNI032/13|PRG|ZINCADO|Tira|TZN|2401|LONDRINA|PR|0.62|34.61777357345566|SKU_301
2024-01-15|13547|GOC998/7|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.487|23.126642302697153|SKU_66
2024-01-15|13547|GOC601/2|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.238|65.7894555788214|SKU_80
2024-01-15|13547|GOC998/9|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|0.919|23.126642302697153|SKU_66
2024-01-15|13547|GOC601/7|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.365|156.25356817938285|SKU_64
2024-01-15|13547|GOC601/4|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.24|65.7894555788214|SKU_80
2024-01-15|13547|GOC619/6|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.577|0.0|SKU_297
2024-01-15|13547|GOC998/3|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.491|23.126642302697153|SKU_66
2024-01-15|13547|GOC180/8|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.472|0.0|SKU_297
2024-01-15|13547|GOC998/2|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.492|23.126642302697153|SKU_66
2024-01-15|8903|GNX227/6|PRG|ZINCADO|Rolo|RZN|1101|SAO PAULO|SP|0.86|2.0112140419307654|SKU_225
2024-01-15|34547|GNU502/2|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|ARUJA|SP|3.392|84.6613758482914|SKU_300
2024-01-15|34547|GNU502/3|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|ARUJA|SP|3.406|84.6613758482914|SKU_300
2024-01-15|8903|GNN064/3|PRG|ZINCADO|Rolo|RZN|1101|SAO PAULO|SP|1.315|31.573566919792153|SKU_261
2024-01-15|8903|GNI647/6|PRG|ZINCADO|Rolo|RZN|1101|SAO PAULO|SP|1.583|14.97498451422309|SKU_239
2024-01-15|13547|GOC601/8|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.37|156.25356817938285|SKU_64
2024-01-15|13547|GNI032/12|PRG|ZINCADO|Tira|TZN|2401|LONDRINA|PR|0.615|34.61777357345566|SKU_301
2024-01-15|13547|GOC601/9|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|0.908|156.25356817938285|SKU_64
2024-01-15|13547|GOC619/1|PRG|ZINCADO|Chapa|CZN|2401|LONDRINA|PR|1.573|0.0|SKU_297
2024-01-17|10179|GNJ686/5|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|GUARULHOS|SP|1.894|157.50361326639285|SKU_302
2024-01-17|10179|GNJ686/6|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|GUARULHOS|SP|1.716|157.50361326639285|SKU_302
2024-01-17|10179|GML217/12|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|0.62|0.0|SKU_303
2024-01-17|4967|GNM622/11|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|2.34|89.54382196927025|SKU_304
2024-01-17|4967|GMU732/4|PRG|LAMINADO A FRIO|Rolo|RFF|1101|POMPEIA|SP|0.512|58.94548587159346|SKU_305
2024-01-17|10179|GOC823/6|PRG|LAMINADO A FRIO|Rolo|RFF|1101|GUARULHOS|SP|1.314|43.242538356653434|SKU_2
2024-01-17|10179|GNJ686/2|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|GUARULHOS|SP|2.073|157.50361326639285|SKU_302
2024-01-17|10179|GML217/11|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|0.616|0.0|SKU_303
2024-01-17|8903|GLF897/4|PRG|ZINCADO|Rolo|RZN|1101|SAO PAULO|SP|0.722|20.874427351111287|SKU_256
2024-01-17|10179|GNN117/1|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|GUARULHOS|SP|1.641|157.50361326639285|SKU_302
2024-01-17|10179|GNT988/1|PRG|LAMINADO A FRIO|Rolo|RFF|1101|GUARULHOS|SP|1.094|100.53498451256435|SKU_5
2024-01-17|8903|GMV435/2|PRG|ZINCADO|Rolo|RZN|1101|SAO PAULO|SP|0.482|0.3123938879456705|SKU_306
2024-01-17|8903|GNX230/2|PRG|ZINCADO|Rolo|RZN|1101|SAO PAULO|SP|1.039|3.192050179716682|SKU_254
2024-01-17|4967|GNC761/8|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|POMPEIA|SP|2.362|55.78151868947416|SKU_133
2024-01-17|4967|GNN822/14|PRG|LAMINADO A FRIO|Rolo|RFF|1101|POMPEIA|SP|1.244|351.5449347839454|SKU_121
2024-01-17|4967|GNN822/15|PRG|LAMINADO A FRIO|Rolo|RFF|1101|POMPEIA|SP|1.291|351.5449347839454|SKU_121
2024-01-17|4967|GOC425/3|PRG|LAMINADO A QUENTE|Chapa|CG|1101|POMPEIA|SP|2.214|28.06094014965363|SKU_143
2024-01-17|34547|GNQ763/2|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|ARUJA|SP|3.28|64.39502130699667|SKU_89
2024-01-17|10179|GNJ686/3|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|GUARULHOS|SP|1.725|157.50361326639285|SKU_302
2024-01-17|10179|GNT988/8|PRG|LAMINADO A FRIO|Rolo|RFF|1101|GUARULHOS|SP|1.128|100.53498451256435|SKU_5
2024-01-17|10179|GNT988/5|PRG|LAMINADO A FRIO|Rolo|RFF|1101|GUARULHOS|SP|1.133|100.53498451256435|SKU_5
2024-01-17|10179|GNT988/3|PRG|LAMINADO A FRIO|Rolo|RFF|1101|GUARULHOS|SP|1.091|100.53498451256435|SKU_5
2024-01-17|10179|GOC823/5|PRG|LAMINADO A FRIO|Rolo|RFF|1101|GUARULHOS|SP|1.324|43.242538356653434|SKU_2
2024-01-17|10179|GNJ686/4|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|GUARULHOS|SP|1.894|157.50361326639285|SKU_302
2024-01-17|34547|GNS483/2|PRG|LAMINADO A QUENTE|Chapa|CG|1101|ARUJA|SP|4.89|380.33361956586504|SKU_88
2024-01-17|34547|GNS483/1|PRG|LAMINADO A QUENTE|Chapa|CG|1101|ARUJA|SP|4.888|380.33361956586504|SKU_88
2024-01-17|34547|GNP316/3|PRG|LAMINADO A QUENTE|Chapa|CG|1101|ARUJA|SP|2.118|380.33361956586504|SKU_88
2024-01-17|8903|GNQ725/4|PRG|ZINCADO|Rolo|RZN|1101|SAO PAULO|SP|0.852|26.517548147423987|SKU_307
2024-01-17|34547|GNS483/3|PRG|LAMINADO A QUENTE|Chapa|CG|1101|ARUJA|SP|2.8|380.33361956586504|SKU_88
2024-01-17|7866|GOA601/6|PRG|LAMINADO A FRIO|Chapa|CFF|32D1|SAO JOSE DOS PINHAIS|PR|1.492|3.0|SKU_308
2024-01-17|7866|GOA601/7|PRG|LAMINADO A FRIO|Chapa|CFF|32D1|SAO JOSE DOS PINHAIS|PR|1.498|3.0|SKU_308
2024-01-17|4967|GNC761/7|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|POMPEIA|SP|2.29|55.78151868947416|SKU_133
2024-01-17|4967|GNN822/17|PRG|LAMINADO A FRIO|Rolo|RFF|1101|POMPEIA|SP|1.291|351.5449347839454|SKU_121
2024-01-17|4967|GOC425/2|PRG|LAMINADO A QUENTE|Chapa|CG|1101|POMPEIA|SP|2.206|28.06094014965363|SKU_143
2024-01-17|4967|GOC425/1|PRG|LAMINADO A QUENTE|Chapa|CG|1101|POMPEIA|SP|2.186|28.06094014965363|SKU_143
2024-01-17|4967|GNN822/9|PRG|LAMINADO A FRIO|Rolo|RFF|1101|POMPEIA|SP|1.324|351.5449347839454|SKU_121
2024-01-17|4967|GNN822/16|PRG|LAMINADO A FRIO|Rolo|RFF|1101|POMPEIA|SP|1.296|351.5449347839454|SKU_121
2024-01-17|4967|GNM622/8|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|2.346|89.54382196927025|SKU_304
2024-01-17|4967|GNN822/10|PRG|LAMINADO A FRIO|Rolo|RFF|1101|POMPEIA|SP|1.294|351.5449347839454|SKU_121
2024-01-17|4967|GNN822/13|PRG|LAMINADO A FRIO|Rolo|RFF|1101|POMPEIA|SP|1.232|351.5449347839454|SKU_121
2024-01-17|4967|GNN822/11|PRG|LAMINADO A FRIO|Rolo|RFF|1101|POMPEIA|SP|0.616|351.5449347839454|SKU_121
2024-01-17|4967|GNC761/6|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|POMPEIA|SP|2.356|55.78151868947416|SKU_133
2024-01-17|4967|GNN110/1|PRG|LAMINADO A FRIO|Rolo|RFF|1101|POMPEIA|SP|1.512|69.65375695193181|SKU_152
2024-01-17|4967|GNN822/12|PRG|LAMINADO A FRIO|Rolo|RFF|1101|POMPEIA|SP|0.918|351.5449347839454|SKU_121
2024-01-17|4967|GOC482/7|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|POMPEIA|SP|2.322|58.26119797308365|SKU_139
2024-01-17|4967|GNM622/6|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|2.362|89.54382196927025|SKU_304
2024-01-17|4967|GOC482/4|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|POMPEIA|SP|2.332|58.26119797308365|SKU_139
2024-01-17|4967|GOC482/8|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|POMPEIA|SP|2.328|58.26119797308365|SKU_139
2024-01-17|10179|GOC823/4|PRG|LAMINADO A FRIO|Rolo|RFF|1101|GUARULHOS|SP|1.312|43.242538356653434|SKU_2
2024-01-17|10179|GOC823/3|PRG|LAMINADO A FRIO|Rolo|RFF|1101|GUARULHOS|SP|1.34|43.242538356653434|SKU_2
2024-01-17|4967|GOC482/10|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|POMPEIA|SP|0.96|58.26119797308365|SKU_139
2024-01-17|4967|GOC482/9|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|POMPEIA|SP|1.726|58.26119797308365|SKU_139
2024-01-17|4967|GNP331/12|PRG|LAMINADO A FRIO|Rolo|RFF|1101|POMPEIA|SP|0.58|58.94548587159346|SKU_305
2024-01-17|4967|GOC482/6|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|POMPEIA|SP|2.312|58.26119797308365|SKU_139
2024-01-17|4967|GNM622/7|PRG|LAMINADO A QUENTE|Chapa|CGD|1101|POMPEIA|SP|2.35|89.54382196927025|SKU_304
2024-01-17|10179|GNT988/2|PRG|LAMINADO A FRIO|Rolo|RFF|1101|GUARULHOS|SP|1.103|100.53498451256435|SKU_5
2024-01-17|4967|GNP331/10|PRG|LAMINADO A FRIO|Rolo|RFF|1101|POMPEIA|SP|1.227|69.65375695193181|SKU_152
2024-01-17|34547|GNQ763/4|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|ARUJA|SP|3.156|64.39502130699667|SKU_89
2024-01-17|4967|GOC482/5|PRG|LAMINADO A QUENTE|Chapa|CFQD|1101|POMPEIA|SP|2.322|58.26119797308365|SKU_139
2024-01-17|8903|GNT355/4|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|SAO PAULO|SP|1.171|7.102810374467449|SKU_264
2024-01-17|34547|GNP316/2|PRG|LAMINADO A QUENTE|Chapa|CG|1101|ARUJA|SP|4.91|380.33361956586504|SKU_88
2024-01-17|10179|GNT988/4|PRG|LAMINADO A FRIO|Rolo|RFF|1101|GUARULHOS|SP|1.128|100.53498451256435|SKU_5
2024-01-17|10179|GNT988/6|PRG|LAMINADO A FRIO|Rolo|RFF|1101|GUARULHOS|SP|1.128|100.53498451256435|SKU_5
2024-01-17|10179|GNT988/7|PRG|LAMINADO A FRIO|Rolo|RFF|1101|GUARULHOS|SP|1.119|100.53498451256435|SKU_5
2024-01-17|10179|GOC823/2|PRG|LAMINADO A FRIO|Rolo|RFF|1101|GUARULHOS|SP|1.355|43.242538356653434|SKU_2
2024-01-17|7866|GNT721/7|PRG|LAMINADO A FRIO|Rolo|RFF|32D1|SAO JOSE DOS PINHAIS|PR|1.38|13.818368894183907|SKU_214
2024-01-17|7866|GNT721/4|PRG|LAMINADO A FRIO|Rolo|RFF|32D1|SAO JOSE DOS PINHAIS|PR|1.364|13.818368894183907|SKU_214
2024-01-17|7866|GNT721/3|PRG|LAMINADO A FRIO|Rolo|RFF|32D1|SAO JOSE DOS PINHAIS|PR|1.348|13.818368894183907|SKU_214
2024-01-17|7866|GNZ989/7|PRG|LAMINADO A FRIO|Chapa|CFF|32D1|SAO JOSE DOS PINHAIS|PR|1.258|3.0|SKU_308
2024-01-17|7866|GNZ989/4|PRG|LAMINADO A FRIO|Chapa|CFF|32D1|SAO JOSE DOS PINHAIS|PR|1.48|3.0|SKU_308
2024-01-17|7866|GOA601/2|PRG|LAMINADO A FRIO|Chapa|CFF|32D1|SAO JOSE DOS PINHAIS|PR|1.137|0.0|SKU_309
2024-01-17|7866|GOA601/3|PRG|LAMINADO A FRIO|Chapa|CFF|32D1|SAO JOSE DOS PINHAIS|PR|1.133|0.0|SKU_309
2024-01-17|34547|GNP315/3|PRG|LAMINADO A QUENTE|Chapa|CG|1101|ARUJA|SP|3.488|380.33361956586504|SKU_88
2024-01-19|9323|GNG742/2|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|DIADEMA|SP|1.125|12.21575322975357|SKU_290
2024-01-19|9323|GNG742/3|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|DIADEMA|SP|1.122|12.21575322975357|SKU_290
2024-01-19|10179|GNQ720/6|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|1.122|59.5153696389266|SKU_38
2024-01-19|10179|GNN062/11|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|0.95|32.03522101267825|SKU_10
2024-01-19|10179|GNN063/1|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|1.188|32.03522101267825|SKU_10
2024-01-19|10179|GNF325/3|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|0.408|89.50534764764159|SKU_310
2024-01-19|10179|GNF325/6|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|0.42|89.50534764764159|SKU_310
2024-01-19|10179|GNT985/7|PRG|LAMINADO A FRIO|Rolo|RFF|1101|GUARULHOS|SP|0.951|31.504421325579486|SKU_311
2024-01-19|10179|GMX602/4|PRG|LAMINADO A FRIO|Rolo|RFF|1101|GUARULHOS|SP|0.636|2.043820295629221|SKU_45
2024-01-19|10179|GOD785/6|PRG|LAMINADO A FRIO|Rolo|RFF|1101|GUARULHOS|SP|1.291|31.504421325579486|SKU_311
2024-01-19|10179|GNJ637/2|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|1.381|54.600435097897034|SKU_36
2024-01-19|10179|GNK127/1|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|1.028|48.43689078767265|SKU_15
2024-01-19|10179|GNK127/4|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|1.029|48.43689078767265|SKU_15
2024-01-19|10179|GLU381/2|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|1.008|99.87390299010978|SKU_35
2024-01-19|10179|GNU374/1|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|1.17|99.87390299010978|SKU_35
2024-01-19|10179|GNZ585/4|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|0.94|99.87390299010978|SKU_35
2024-01-19|9323|GNP523/2|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|DIADEMA|SP|2.403|24.675067162480076|SKU_312
2024-01-19|9323|GNN229/5|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|DIADEMA|SP|0.938|13.570830210308186|SKU_277
2024-01-19|10179|GNQ720/8|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|1.122|59.5153696389266|SKU_38
2024-01-19|10179|GNM345/3|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|0.978|55.213966098259306|SKU_28
2024-01-19|10179|GNQ722/1|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|1.158|43.90306338924562|SKU_6
2024-01-19|10179|GNJ637/1|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|1.37|54.600435097897034|SKU_36
2024-01-19|10179|GNQ719/12|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|1.137|102.10162229384918|SKU_25
2024-01-19|10179|GNK127/3|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|1.028|48.43689078767265|SKU_15
2024-01-19|10179|GOB403/3|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|GUARULHOS|SP|0.98|28.197433446543698|SKU_313
2024-01-19|9323|GLU377/7|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|DIADEMA|SP|0.977|6.378289280531486|SKU_296
2024-01-19|9323|GNN229/6|PRG|LAMINADO A QUENTE|Rolo|RFQD|1101|DIADEMA|SP|1.424|13.570830210308186|SKU_277
2024-01-19|10179|GNQ721/4|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|1.1|59.5153696389266|SKU_38
2024-01-19|10179|GNQ722/3|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|1.234|43.90306338924562|SKU_6
2024-01-19|10179|GNQ722/4|PRG|ZINCADO|Rolo|RZN|1101|GUARULHOS|SP|1.246|43.90306338924562|SKU_6
